,,,,,,,,,,,,,,
,time,x_state,y_state,vx_state,vx_state,yaw_angle_state,yaw_rate_state,sensor_type,x_measured,y_measured,x_ground_truth,y_ground_truth,vx_ground_truth,vy_ground_truth
0,1.47701E+15,0.783673589,0.727186479,15.63249473,0.005408591,0.000345984,0.006928031,R,0.858931228,0.531354068,0.86,0.6,5.2,0.0018
1,1.47701E+15,1.172499163,0.483524244,9.624571863,-2.179512154,-0.222696897,-2.579629952,L,1.17,0.481,1.12,0.6,5.2,0.00539
2,1.47701E+15,1.02329886,0.548566179,6.730807733,-0.094883373,-0.014095944,2.140674157,R,0.971553225,0.398226482,1.38,0.601,5.2,0.0108
3,1.47701E+15,1.648069476,0.625256225,11.00240034,0.806813003,0.073199615,1.906690288,L,1.65,0.625,1.64,0.601,5.2,0.018
4,1.47701E+15,1.678719701,0.484069503,8.537679948,0.311978495,0.036525116,0.628535783,R,1.625073551,0.499135205,1.9,0.602,5.2,0.0269
5,1.47701E+15,2.189542569,0.647394021,9.843280889,1.424375774,0.143707864,1.505049445,L,2.19,0.649,2.16,0.604,5.2,0.0377
6,1.47701E+15,2.025424086,0.550370629,8.059488759,1.069107727,0.131882092,0.654476044,R,1.962792466,0.555918821,2.42,0.606,5.2,0.0502
7,1.47701E+15,2.65831536,0.666723713,11.52386545,1.382068308,0.119360871,0.128963698,L,2.66,0.666,2.68,0.609,5.19,0.0646
8,1.47701E+15,2.94134546,0.646982804,9.675708641,0.22846114,0.023607439,-1.010107191,R,2.91923255,0.646669405,2.94,0.613,5.19,0.0807
9,1.47701E+15,3.012623128,0.637215037,3.62025615,-0.12921991,-0.035678435,-1.111740772,L,3.01,0.637,3.2,0.617,5.19,0.0985
10,1.47701E+15,3.530521978,0.509420126,4.109960888,-0.61507264,-0.148551676,-1.83147582,R,3.557335779,0.483179217,3.46,0.623,5.19,0.118
11,1.47701E+15,3.889221189,0.314073432,6.461250542,-1.900199351,-0.286027446,-2.362978915,L,3.89,0.312,3.72,0.629,5.19,0.14
12,1.47701E+15,4.238984282,0.637522574,6.376666714,-0.278094299,-0.043583616,1.841314318,R,4.202142194,0.69971493,3.98,0.637,5.19,0.163
13,1.47701E+15,4.311473968,0.580284799,2.684677736,0.019097897,0.007113545,1.366122858,L,4.31,0.579,4.24,0.645,5.18,0.188
14,1.47701E+15,4.607182402,0.676960586,3.220166007,0.297978396,0.092272334,1.555991262,R,4.61894745,0.688639567,4.5,0.655,5.18,0.214
15,1.47701E+15,4.353430001,0.894624381,-2.0429621,-0.54391679,0.260203351,2.601979463,L,4.35,0.899,4.75,0.667,5.18,0.243
16,1.47701E+15,5.131686336,0.740933779,-0.366174738,-0.195373655,0.490128385,3.737395973,R,5.207718251,0.66495911,5.01,0.68,5.17,0.273
17,1.47701E+15,5.513654343,0.651869783,2.308899826,1.916065553,0.692685434,3.919502802,L,5.52,0.648,5.27,0.694,5.17,0.304
18,1.47701E+15,5.256492883,0.672859482,2.449536633,3.045803483,0.89347942,3.884291051,R,5.230829281,0.641346267,5.53,0.71,5.16,0.338
19,1.47701E+15,6.001669,0.714790704,4.347458842,3.733042437,0.709507279,-0.497140253,L,6.02,0.709,5.79,0.728,5.16,0.373
20,1.47701E+15,5.939454843,0.483846414,5.083097044,2.382973351,0.438380367,-3.509439491,R,5.898163593,0.373853218,6.05,0.748,5.15,0.41
21,1.47701E+15,6.339739373,0.945830304,9.098435229,3.332443175,0.351091148,-2.488389879,L,6.34,0.949,6.3,0.769,5.15,0.448
22,1.47701E+15,6.630223361,0.905720267,8.971422185,-0.033086965,-0.003688023,-5.162284858,R,6.617123551,0.838198013,6.56,0.793,5.14,0.488
23,1.47701E+15,6.781893779,0.7160223,4.32197969,-1.650960493,-0.364886271,-6.355865491,L,6.78,0.714,6.82,0.818,5.13,0.53
24,1.47701E+15,7.266355739,0.606236394,3.954732658,-2.773831135,-0.611661834,-5.61840155,R,7.292758368,0.630932154,7.07,0.846,5.13,0.573
25,1.47701E+15,7.137982732,0.949181854,-2.423546071,1.99843247,-0.68955619,-3.267554065,L,7.14,0.957,7.33,0.875,5.12,0.618
26,1.47701E+15,7.993400706,0.959015359,-0.950073429,1.280307934,-0.932392123,-3.948199578,R,8.078619135,0.81872637,7.59,0.907,5.11,0.665
27,1.47701E+15,7.816292168,0.724233973,0.386053041,-0.691394083,-1.061550474,-3.157915269,L,7.81,0.719,7.84,0.942,5.1,0.712
28,1.47701E+15,8.361333262,0.800027939,0.986573462,-2.324477818,-1.169410272,-2.585658228,R,8.403462155,0.885620577,8.1,0.979,5.09,0.762
29,1.47701E+15,8.249067492,0.838404638,-0.140489095,0.467701364,-1.278989063,-2.357500649,L,8.25,0.84,8.35,1.02,5.08,0.813
30,1.47701E+15,8.485533866,1.164934482,0.452683842,-3.677166331,-1.448305929,-3.06059368,R,8.463469489,1.409285,8.6,1.06,5.07,0.865
31,1.47701E+15,8.738403419,1.048526197,0.578039912,-3.082292723,-1.385413893,-0.560446172,L,8.75,1.05,8.86,1.1,5.05,0.919
32,1.47701E+15,9.785779777,1.018138779,3.648141462,-4.70713947,-0.911471875,5.435618367,R,9.884278104,1.14172955,9.11,1.15,5.04,0.974
33,1.47701E+15,9.264250474,1.047861202,-4.268656503,3.1352493,-0.633495077,5.539349016,L,9.26,1.05,9.36,1.2,5.02,1.03
34,1.47701E+15,10.00751545,1.453812089,-3.573316029,2.147851475,-0.54121379,3.661461786,R,10.08546499,1.524268951,9.61,1.26,5.01,1.09
35,1.47701E+15,9.999339446,1.452129141,-1.173212814,0.379477808,-0.312830977,4.190034423,L,10,1.45,9.86,1.31,4.99,1.15
36,1.47701E+15,10.518952,1.642157355,-0.620743248,0.077520372,-0.12423994,3.971246797,R,10.5599014,1.725828051,10.1,1.37,4.97,1.21
37,1.47701E+15,10.2014599,1.462828836,-5.195451787,-0.433675386,0.083279062,4.073955066,L,10.2,1.46,10.4,1.43,4.95,1.27
38,1.47701E+15,10.81087902,1.571886174,-3.97807068,-1.363764986,0.330264747,4.61986543,R,10.86812684,1.698181092,10.6,1.5,4.93,1.33
39,1.47701E+15,10.7006979,1.448825491,-3.045127106,-1.786252001,0.53050351,4.264911917,L,10.7,1.45,10.9,1.57,4.91,1.4
40,1.47701E+15,11.44625161,1.389105852,-1.561786177,-2.035546272,0.916342203,6.220926152,R,11.51093341,1.434716693,11.1,1.64,4.88,1.46
41,1.47701E+15,11.60016542,1.607852562,0.987529258,2.702208029,1.220422038,6.147894083,L,11.6,1.61,11.3,1.71,4.86,1.53
42,1.47701E+15,11.46082833,1.767326513,2.751601118,7.848364118,1.233591096,1.897125351,R,11.49755495,1.53825559,11.6,1.79,4.83,1.6
43,1.47701E+15,11.78498317,1.754691091,2.294336167,1.844785198,0.677211987,-5.636057747,L,11.8,1.75,11.8,1.87,4.81,1.66
44,1.47701E+15,12.10415381,2.044128293,2.936343598,1.174216324,0.380412099,-5.800038013,R,12.11213643,2.141530092,12.1,1.96,4.78,1.73
45,1.47701E+15,12.29747741,1.786654031,2.071734616,-0.072583245,-0.035020687,-7.252393539,L,12.3,1.78,12.3,2.04,4.75,1.8
46,1.47701E+15,12.56039593,1.781878511,2.201559619,-0.914086642,-0.393540412,-7.21240508,R,12.57396467,1.784772411,12.5,2.14,4.71,1.87
47,1.47701E+15,12.59742635,2.171139378,-0.848129157,0.620899873,-0.631934455,-5.797149252,L,12.6,2.18,12.8,2.23,4.68,1.94
48,1.47701E+15,13.21097557,2.47299704,-0.147018068,0.221399589,-0.984614749,-6.501643356,R,13.23357422,2.668803728,13,2.33,4.64,2.02
49,1.47701E+15,13.10275387,2.411636737,-0.052304345,0.192355443,-1.305300403,-6.450736337,L,13.1,2.41,13.2,2.43,4.6,2.09
50,1.47701E+15,12.81312882,2.855447629,0.231351886,4.992301379,-1.617104926,-6.306300441,R,12.7214072,3.126627375,13.5,2.54,4.57,2.16
51,1.47701E+15,13.78844684,2.6229146,-0.858758475,-1.12411573,-2.223160349,-9.672748815,L,13.8,2.62,13.7,2.65,4.52,2.24
52,1.47701E+15,13.81342607,2.734691699,-0.823925995,-0.403233004,-2.6864574,-9.439432975,R,13.83003312,2.745939547,13.9,2.76,4.48,2.31
53,1.47701E+15,14.19603097,2.94101436,6.125819653,-0.025339579,-3.145729151,-9.292377604,L,14.2,2.94,14.1,2.88,4.44,2.39
54,1.47701E+15,14.60550952,2.334197894,5.949885427,-1.229971554,-3.345443134,-6.242017534,R,14.51950551,2.867744717,14.4,3,4.39,2.46
55,1.47701E+15,14.49665765,2.881391923,-1.39760195,-0.707969298,-2.672710796,5.16134258,L,14.5,2.91,14.6,3.13,4.34,2.54
56,1.47701E+15,14.76304229,3.421474411,-0.717288292,-0.641877394,-2.411620889,5.195026238,R,14.6733797,3.966349482,14.8,3.26,4.29,2.61
57,1.47701E+15,14.99342071,3.511370915,1.253669801,2.047662008,-2.120170522,5.563544945,L,15,3.51,15,3.39,4.24,2.69
58,1.47701E+15,15.40823396,3.851168938,0.913508516,3.068483873,-1.860147943,5.399860544,R,15.34912745,4.149010313,15.2,3.53,4.18,2.76
59,1.47701E+15,15.50400755,3.8314775,-0.02011834,0.423796307,-1.523360218,6.17748967,L,15.5,3.83,15.4,3.67,4.13,2.84
60,1.47701E+15,15.66359502,3.692919252,0.177945766,-0.477372223,-1.213990025,6.192738805,R,15.73274698,3.419162561,15.6,3.81,4.07,2.91
61,1.47701E+15,15.99230646,3.9928332,0.430572415,-0.516672986,-0.876044808,6.520473619,L,16,4,15.8,3.96,4.01,2.99
62,1.47701E+15,16.36006356,4.100733646,0.830301883,-0.488093152,-0.531437942,6.725283377,R,16.36200288,4.230231882,16,4.11,3.94,3.06
63,1.47701E+15,16.30051935,4.432725982,-0.732207403,0.114885815,-0.155634485,7.184076888,L,16.3,4.44,16.2,4.26,3.88,3.14
64,1.47701E+15,16.66542698,4.503137587,-0.390081234,-0.083580328,0.21107248,7.281407268,R,16.71409077,4.464209868,16.4,4.42,3.81,3.21
65,1.47701E+15,16.60238654,4.667073753,0.735254371,0.468340141,0.567165683,7.189364652,L,16.6,4.67,16.6,4.58,3.74,3.28
66,1.47701E+15,16.96183654,4.924981722,0.733436059,0.932147695,0.904141406,6.928638704,R,16.94565623,5.112214282,16.8,4.75,3.67,3.36
67,1.47701E+15,16.99842062,5.208908801,1.463542442,4.292198209,1.242181991,6.82905683,L,17,5.21,17,4.92,3.59,3.43
68,1.47701E+15,17.22803134,5.105278739,0.037071945,0.037824154,0.795441203,-4.040177045,R,17.38572992,4.662230695,17.2,5.09,3.52,3.5
69,1.47701E+15,17.30174915,5.436262156,3.511106204,2.374071176,0.59454646,-4.027276967,L,17.3,5.44,17.3,5.27,3.44,3.57
70,1.47701E+15,17.499505,5.365208753,4.078885719,1.104850776,0.264523229,-5.518056155,R,17.67074332,4.757607659,17.5,5.45,3.36,3.64
71,1.47701E+15,17.79991247,5.617194807,6.337396806,0.335948716,0.052960951,-4.773065979,L,17.8,5.62,17.7,5.64,3.28,3.71
72,1.47701E+15,18.01209838,5.746190224,6.206242032,-0.584653167,-0.093926861,-3.701706383,R,17.89849304,6.070745156,17.8,5.82,3.19,3.77
73,1.47701E+15,18.10074132,6.16126292,2.385962917,0.062177305,0.026053731,-0.169349713,L,18.1,6.17,18,6.01,3.1,3.84
74,1.47701E+15,18.30784879,6.378099887,2.477036798,0.185435083,0.074722279,0.490217319,R,18.1700303,6.797793685,18.1,6.21,3.02,3.9
75,1.47701E+15,18.2019702,6.654526665,-0.422701853,-0.076274981,0.178525189,1.408646925,L,18.2,6.66,18.3,6.4,2.92,3.97
76,1.47701E+15,18.44990342,6.824622438,-0.180759871,-0.04503705,0.244182298,1.354622777,R,18.40223809,7.031901101,18.4,6.6,2.83,4.03
77,1.47701E+15,18.49919934,6.761386506,0.300736767,0.097510327,0.313542659,1.373498579,L,18.5,6.76,18.6,6.81,2.74,4.09
78,1.47701E+15,18.89975999,7.012863677,0.496321898,0.200828711,0.384494804,1.399078762,R,18.84758397,7.266951117,18.7,7.01,2.64,4.15
79,1.47701E+15,19.09918647,7.17863919,3.470909972,1.706910208,0.457046787,1.428942394,L,19.1,7.18,18.8,7.22,2.54,4.2
80,1.47701E+15,18.69289123,7.249892917,3.16759861,2.192433571,0.605433828,2.32236024,R,18.57329271,7.418409388,19,7.43,2.44,4.26
81,1.47701E+15,18.99942819,7.866851796,7.663222565,7.313672412,0.762063106,2.786146855,L,19,7.87,19.1,7.65,2.33,4.31
82,1.47701E+15,19.08249222,8.281931862,7.910464409,6.178742626,0.663100329,0.019422718,R,19.33161607,7.67649791,19.2,7.86,2.23,4.36
83,1.47701E+15,19.09818327,8.137281485,1.487920223,0.431367879,0.282177457,-4.402362739,L,19.1,8.13,19.3,8.08,2.12,4.41
84,1.47701E+15,19.0474749,8.136324859,1.667012278,0.104685886,0.062716152,-4.392639408,R,19.01725392,8.175209678,19.4,8.3,2.01,4.45
85,1.47701E+15,19.29910164,8.306668086,4.251737397,-0.538214383,-0.125917203,-4.033710725,L,19.3,8.31,19.5,8.53,1.9,4.5
86,1.47701E+15,19.69096906,8.33038316,4.126235711,-1.164198507,-0.27499704,-3.440028359,R,19.69399876,8.372957243,19.6,8.75,1.79,4.54
87,1.47701E+15,19.99629544,8.877044982,3.252845805,-0.401092868,-0.122685942,0.315171824,L,20,8.89,19.7,8.98,1.68,4.58
88,1.47701E+15,19.90417351,8.939111317,3.284913606,-0.251161923,-0.076310744,0.683390741,R,19.62025477,9.501873646,19.8,9.21,1.56,4.61
89,1.47701E+15,20.19895228,9.449450916,4.954082628,0.7744866,0.155077763,2.966639167,L,20.2,9.46,19.8,9.44,1.45,4.65
90,1.47701E+15,19.8194597,9.448428008,4.603514953,1.709607198,0.355584384,3.625621405,R,19.60406553,9.761691171,19.9,9.68,1.33,4.68
91,1.47701E+15,20.19879474,9.908286746,8.310407764,5.178172005,0.557228123,3.853772585,L,20.2,9.91,20,9.91,1.21,4.71
92,1.47701E+15,19.72984793,10.68029316,3.44605804,8.817075483,1.198212119,9.061551581,R,19.18960276,11.5550485,20,10.1,1.09,4.73
93,1.47701E+15,20.18112265,10.49936765,-1.376562472,-1.449453133,0.811185177,-0.579402895,L,20.2,10.5,20.1,10.4,0.968,4.76
94,1.47701E+15,19.87916023,10.37984961,-1.245472198,-1.122155111,0.733360516,-1.139914566,R,19.63633182,10.77842626,20.1,10.6,0.846,4.78
95,1.47701E+15,20.39848352,10.99412379,8.994860805,6.744387463,0.643376002,-1.521876841,L,20.4,11,20.2,10.9,0.722,4.79
96,1.47701E+15,19.9101736,11.63076924,6.125310505,8.884911118,0.967215912,3.098177806,R,19.41321354,12.33398315,20.2,11.1,0.598,4.81
97,1.47701E+15,20.28623748,11.30893921,0.433180436,0.105918702,0.239808787,-7.087758248,L,20.3,11.3,20.2,11.3,0.473,4.82
98,1.47701E+15,19.81257082,11.365101,0.528937783,-0.055559638,-0.104656246,-6.969289674,R,19.23216663,12.2459694,20.2,11.6,0.347,4.83
99,1.47701E+15,20.59407941,11.88773194,9.831435316,-4.328364206,-0.414722679,-6.524683958,L,20.6,11.9,20.3,11.8,0.22,4.83
100,1.47701E+15,20.43688191,11.27900587,6.164819522,-8.947618313,-0.967497909,-8.975159259,R,19.98461228,11.97936861,20.3,12.1,0.0935,4.83
101,1.47701E+15,20.28997249,12.4829477,-11.97468992,4.702454153,-0.374197,3.090941891,L,20.3,12.5,20.3,12.3,-0.0339,4.83
102,1.47701E+15,19.84566936,12.75278697,-11.98713139,2.709796961,-0.222322028,3.120286272,R,20.0202526,12.49597878,20.3,12.6,-0.162,4.82
103,1.47701E+15,20.49197257,12.89924389,6.175436228,-0.655609124,-0.105767843,2.72563319,L,20.5,12.9,20.3,12.8,-0.289,4.82
104,1.47701E+15,20.65325055,12.65771091,6.034224453,-0.721658063,-0.119028837,1.021926039,R,20.87993111,12.23390686,20.2,13,-0.417,4.8
105,1.47701E+15,20.20445251,13.19001262,-5.089887962,-1.412102982,0.270626759,4.94827483,L,20.2,13.2,20.2,13.3,-0.545,4.79
106,1.47701E+15,20.08472933,13.12171609,-4.375615845,-2.124927047,0.452085057,4.198681244,R,19.83511796,13.51177618,20.2,13.5,-0.673,4.77
107,1.47701E+15,20.30378982,13.88901439,8.185849259,3.30588769,0.38382434,1.002027072,L,20.3,13.9,20.1,13.8,-0.801,4.75
108,1.47701E+15,20.18760974,13.80326573,8.142273958,2.344755623,0.28038672,-0.726009371,R,20.3155869,13.5143231,20.1,14,-0.928,4.72
109,1.47701E+15,20.10419813,14.29463062,2.640091857,1.585311016,0.540769209,2.709294687,L,20.1,14.3,20.1,14.2,-1.05,4.7
110,1.47701E+15,19.82296985,14.28707107,2.273506063,1.951479346,0.709325644,3.104874503,R,19.68708153,14.41453506,20,14.5,-1.18,4.66
111,1.47701E+15,19.80274646,14.79651048,3.981002736,5.361340983,0.932087628,3.88365941,L,19.8,14.8,19.9,14.7,-1.31,4.63
112,1.47701E+15,19.52621903,14.84316477,2.984732233,5.420073955,1.067430357,3.179711477,R,20.09540165,14.01516438,19.9,14.9,-1.43,4.59
113,1.47701E+15,19.98577267,15.20247482,6.036598731,5.984012671,0.781023534,-1.981456054,L,20,15.2,19.8,15.1,-1.56,4.55
114,1.47701E+15,19.88974441,15.51186052,6.301366623,4.924939282,0.663399723,-2.197473532,R,20.00014861,15.33082045,19.7,15.4,-1.68,4.5
115,1.47701E+15,19.89963114,15.60346038,2.805935058,1.256312851,0.420968018,-3.732332096,L,19.9,15.6,19.6,15.6,-1.8,4.45
116,1.47701E+15,19.7486031,15.39218549,2.947962841,0.521472832,0.175081442,-4.404449554,R,19.93231446,15.08982572,19.5,15.8,-1.92,4.4
117,1.47701E+15,19.50427953,15.9879585,-1.189858147,-0.200674654,0.167081934,-1.947123343,L,19.5,16,19.4,16,-2.04,4.35
118,1.47701E+15,19.30752504,15.90440362,-1.090661796,-0.081662116,0.074734464,-1.892363207,R,19.18532331,16.02882932,19.3,16.3,-2.16,4.29
119,1.47701E+15,19.20084755,16.29177889,-1.423086233,0.10124938,-0.071028061,-2.484561338,L,19.2,16.3,19.2,16.5,-2.28,4.23
120,1.47701E+15,19.26597429,16.37727492,-1.312304441,0.276103298,-0.207371214,-2.620515824,R,19.36679637,16.27934883,19.1,16.7,-2.39,4.16
121,1.47701E+15,19.00010916,16.7928858,-5.017646123,2.069235982,-0.391143086,-3.231263248,L,19,16.8,19,16.9,-2.5,4.1
122,1.47701E+15,19.09774002,17.43202818,-3.653298079,4.01658853,-0.832728607,-6.450810678,R,18.86223297,17.74897652,18.8,17.1,-2.62,4.02
123,1.47701E+15,18.61031928,17.4079521,-4.244510169,4.236711157,-0.784478601,-2.157448406,L,18.6,17.4,18.7,17.3,-2.73,3.95
124,1.47701E+15,18.45180655,17.49163699,-4.488600695,3.733513344,-0.693818887,0.177994125,R,18.8254588,17.05174773,18.6,17.5,-2.83,3.87
125,1.47701E+15,18.10460081,17.6045556,-5.804906639,3.049640496,-0.483725765,2.50753657,L,18.1,17.6,18.4,17.7,-2.94,3.8
126,1.47701E+15,17.96350049,17.80673222,-5.943647221,2.235670076,-0.35977367,2.52581367,R,18.28597949,17.4846491,18.3,17.9,-3.04,3.71
127,1.47701E+15,18.19630816,17.99811849,1.131374807,-0.373228865,-0.318648065,1.550305164,L,18.2,18,18.1,18,-3.14,3.63
128,1.47701E+15,18.09399988,17.72178676,1.108059741,-0.316874165,-0.278537994,1.121502155,R,18.28597949,17.4846491,18,18.2,-3.24,3.54
129,1.47701E+15,17.90010967,18.19069666,-3.760935296,0.61822792,-0.162924383,1.811458172,L,17.9,18.2,17.8,18.4,-3.34,3.45
130,1.47701E+15,18.32029659,18.63695624,-3.585868928,0.870709109,-0.238206633,-0.032663077,R,18.88206385,18.1633605,17.6,18.6,-3.43,3.36
131,1.47701E+15,17.4054962,18.70282281,-14.07150138,2.252107742,-0.158701516,0.906809071,L,17.4,18.7,17.5,18.7,-3.52,3.27
132,1.47701E+15,17.02975249,18.82403592,-13.69554356,1.094407079,-0.079740281,1.434448225,R,17.82346173,18.09652486,17.3,18.9,-3.61,3.17
133,1.47701E+15,17.1945832,18.89938331,-1.219293796,0.052604852,-0.043116966,1.049681565,L,17.2,18.9,17.1,19.1,-3.7,3.07
134,1.47701E+15,17.34411275,19.31328133,-1.183566871,0.055607167,-0.046948176,0.405730405,R,16.94366179,19.72086015,16.9,19.2,-3.78,2.97
135,1.47701E+15,16.60439582,19.10458488,-11.11321069,-0.049898527,0.004489989,0.766014977,L,16.6,19.1,16.7,19.3,-3.86,2.86
136,1.47701E+15,16.43201142,19.93466382,-8.68181919,6.828497911,-0.666472442,-7.301650701,R,16.18072183,20.22360603,16.5,19.5,-3.94,2.76
137,1.47701E+15,16.20553364,19.61137137,-2.520325589,0.736215929,-0.28420396,1.351943765,L,16.2,19.6,16.3,19.6,-4.02,2.65
138,1.47701E+15,15.79226428,18.9520134,-2.569905834,-0.020107806,0.007824176,3.934022627,R,16.45618909,18.28534497,16.1,19.8,-4.09,2.54
139,1.47701E+15,15.90290322,19.88223883,4.927292759,-0.257329156,-0.052177859,0.968329553,L,15.9,19.9,15.9,19.9,-4.16,2.43
140,1.47701E+15,15.98857761,19.52146215,4.676522218,-0.879319336,-0.185858427,-1.114927794,R,16.26888195,19.24482996,15.7,20,-4.22,2.32
141,1.47701E+15,15.40345125,20.18779535,-8.949797193,-0.597749453,0.066690116,2.454842609,L,15.4,20.2,15.5,20.1,-4.28,2.21
142,1.47701E+15,15.1050579,20.73250098,-8.352150687,2.720972959,-0.314938228,-3.288487321,R,14.35813836,21.31510879,15.3,20.2,-4.34,2.09
143,1.47701E+15,15.19872584,20.40791522,0.434473484,-0.053283208,-0.122029225,0.849106064,L,15.2,20.4,15.1,20.3,-4.4,1.98
144,1.47701E+15,14.8447812,19.93688072,0.35152194,-0.036444775,-0.103308003,0.57976934,R,14.74664366,19.93932047,14.8,20.4,-4.45,1.86
145,1.47701E+15,14.70036019,20.58652007,-2.58694501,0.122739763,-0.04741028,0.891403096,L,14.7,20.6,14.6,20.5,-4.5,1.74
146,1.47701E+15,14.43361468,20.66009462,-2.580426458,0.075421342,-0.029219928,0.572960328,R,13.86909251,21.04015857,14.4,20.6,-4.55,1.62
147,1.47701E+15,14.10128083,20.60116298,-5.573639138,-0.090095112,0.016163096,0.766345791,L,14.1,20.6,14.2,20.7,-4.6,1.5
148,1.47701E+15,13.90240843,20.75750184,-5.467334431,0.253309026,-0.046298248,-0.382964661,R,13.80073915,20.84561342,13.9,20.7,-4.64,1.38
149,1.47701E+15,13.50088152,20.7016336,-7.303859312,0.100349631,-0.013738397,0.215754453,L,13.5,20.7,13.7,20.8,-4.67,1.26
150,1.47701E+15,13.34233379,20.76933791,-7.168854941,0.2456134,-0.03424778,-0.091207941,R,13.84039976,20.45808726,13.5,20.9,-4.71,1.14
151,1.47701E+15,13.09926432,20.79986473,-5.485399903,0.248084844,-0.045195594,-0.16516019,L,13.1,20.8,13.2,20.9,-4.74,1.02
152,1.47701E+15,13.10659607,21.23779851,-5.296763584,1.535005312,-0.282073489,-2.754581712,R,13.29651803,21.17079612,13,21,-4.77,0.898
153,1.47701E+15,12.90095202,21.10519902,-3.701413451,0.970838254,-0.256510472,-0.863825412,L,12.9,21.1,12.8,21,-4.79,0.775
154,1.47701E+15,12.4179524,21.14369233,-3.782341767,0.989933522,-0.255983183,-0.408222165,R,11.54754492,21.60796627,12.5,21,-4.81,0.653
155,1.47701E+15,12.2008573,21.10278569,-3.881922215,0.837462842,-0.212477682,0.331864743,L,12.2,21.1,12.3,21.1,-4.83,0.531
156,1.47701E+15,12.13779586,21.26752734,-3.954748157,0.958477475,-0.237776375,-0.131345765,R,12.4023963,21.12890357,12,21.1,-4.85,0.409
157,1.47701E+15,11.70345396,20.90933266,-6.038887352,0.11337298,-0.018771614,2.480536261,L,11.7,20.9,11.8,21.1,-4.86,0.287
158,1.47701E+15,11.43041977,20.76728421,-5.854831451,-0.920843205,0.156001255,3.068510221,R,11.58626834,20.67482493,11.5,21.1,-4.87,0.165
159,1.47701E+15,11.40068067,21.0927188,-0.189043801,-0.01452711,0.07669448,0.382871424,L,11.4,21.1,11.3,21.1,-4.88,0.0441
160,1.47701E+15,10.90425814,20.44950994,-0.406393661,-0.043911198,0.107633317,0.514985315,R,10.4780704,20.58689002,11.1,21.1,-4.88,-0.0766
161,1.47701E+15,10.90101444,20.89082558,0.782297747,0.088037393,0.112065438,0.268177304,L,10.9,20.9,10.8,21.1,-4.88,-0.197
162,1.47701E+15,10.50404639,20.82837913,0.530871463,0.068796106,0.128872673,0.322438985,R,9.304611035,21.36151243,10.6,21.1,-4.88,-0.316
163,1.47701E+15,10.20314989,21.19192182,-3.356537763,-0.577878566,0.17049366,0.617750679,L,10.2,21.2,10.3,21.1,-4.87,-0.435
164,1.47701E+15,10.06962991,21.22289142,-3.430383781,-0.585365691,0.169013532,0.251588519,R,10.02650549,21.25368645,10.1,21.1,-4.87,-0.552
165,1.47701E+15,9.998873546,21.00330342,-2.47042563,-0.628770278,0.249227303,1.034794527,L,10,21,9.84,21,-4.86,-0.669
166,1.47701E+15,9.777323593,20.93349144,-2.511635592,-0.737114141,0.285464215,0.842787999,R,9.436059884,21.08484702,9.59,21,-4.84,-0.785
167,1.47701E+15,9.541312194,20.89851405,-3.941289608,-1.223600229,0.301022383,0.534713238,L,9.54,20.9,9.35,21,-4.83,-0.9
168,1.47701E+15,9.513107033,21.0208444,-4.02060292,-1.044898313,0.254261251,-0.271545291,R,9.646433041,20.98943376,9.11,20.9,-4.81,-1.01
